spotify_id,deezer_song_id,msd_song_id,msd_track_id,valence,arousal,artist,track,dataset_split
2eu8t8rpDdodNprNbL2INC,587144,SOKUIIQ12A58A76EC1,TRTTPSX128F427F46F,0.482477707,-0.471436804,Frankie J,Story Of My Life,test
7iUA8NPWVxKpZg8v33Gukk,587149,SOWRWNJ12A8C13949C,TROEAZQ128F427F471,0.815392789,0.662457176,Frankie J,Just Can't Say It's Love,test
7zRJbFO6FEZKzvdFnGTXIf,595065,SOKMDWI12A8C144FF9,TREZGKD128F4282111,-1.040199472,-0.065816193,Howie Day,Standing In The Sun,test
2GhW8UdM7BZoLH4O7g08UN,595068,SOEBHQF12A8C13FCFF,TRHNQWV128F42AD545,-1.935249857,-0.655809809,Howie Day,Brace Yourself,test
5rwq6R0Uq0BngM3rdmCeNg,595070,SOXAOZI12A8C139BB1,TRBGRXO128F4282115,-0.163081281,-0.643957258,Howie Day,Collide,test
0vYaJqpt1a2wYAxVgummRC,595347,SOEATXV12A8C1363E9,TRRYCUN128F42821E1,-0.51408449,-0.172752536,Howie Day,She Says,test
2tQ2RtnKjZZeP6xobAqR4P,597278,SOPMXLQ12A8C1304A2,TRRWNOC128F426609D,-1.171182455,1.436823796,Gavin DeGraw,Just Friends,test
4rQhuFZ8F4pKLD9sT4tHwW,599935,SORVYRN12A58A78E58,TRZIDKQ128F425A750,1.541256821,1.704164653,Westlife,Mack The Knife,test
1EpU8ZKxGKsIl4TFfAkJyX,607984,SODIDOO12A58A794E4,TRBIBGN128F42ADC66,0.815392789,0.662457176,Phantom Planet,The Meantime,test
4l7vH6zMLfz2P3F5ufpc55,607985,SOJUJDC12A8C1340C0,TRKPNVN128F4266DEF,0.957291021,0.390506994,Phantom Planet,California,test
2IBKFyPYSNRGUNNxnEuTd1,608490,SOQXHYA12A8C1344C5,TRMGTWK128F4271E2C,0.685774212,0.028674972,Sophie B. Hawkins,Damn I Wish I Was Your Lover,test
0B14T8YqzOJE8OJJudgJCF,608707,SOYBNDW12A8C1340CE,TRQGZYN128F4269F82,-1.040199472,-0.065816193,Uncle Tupelo,No Depression,test
1X1YOCOXmxNvkii35qbzMQ,608708,SOMJPWW12A8C1340EE,TRSJNNI128F4269F8A,-1.727860133,-1.10752367,Uncle Tupelo,Whiskey Bottle,test
7xF7NihNtuzsfKYqwz6jkj,608710,SOIKHTG12A8C1321F6,TRMHCEP128F4269F90,0.815392789,0.662457176,Uncle Tupelo,Gun,test
6RvqfG9zOWDNQSoBUxSvsX,608711,SODJTZQ12A8C1321FF,TRLZLFK128F4269F92,-1.935249857,-0.655809809,Uncle Tupelo,Still Be Around,test
2B7E10E3EM1wLHUlDUGyrf,609236,SOWDTWI12A8C134FED,TRPYZZJ128F4266B95,1.541256821,1.704164653,Macy Gray,Screamin',test
6gmSLBpRdbR4WLgEPmYvSl,612003,SOZWHGI12AF729BDDB,TRSUUBQ128F427EE75,-1.727860133,-1.10752367,Paul Simon,A Most Peculiar Man,test
1naz586hXSUdptqv18yvyp,612006,SOPKNIW12AF72A642A,TRERGTZ12903CD3A67,-0.086479626,-0.204095947,Paul Simon,Kathy's Song,test
0Qoh3p7FCqRHxHjLv8VeHy,612010,SOQJCYD12A8C134C51,TRLILNL128F4280271,0.373325221,-0.923150666,Paul Simon,Flowers Never Bend With The Rainfall,test
4MQC0bJ45JeaadOveVvOsZ,612791,SOVXWUF12A8AE48520,TRRZEWD128F4259D0A,-1.700572012,1.842444407,Manic Street Preachers,Sculpture Of Man,test
2WbC33vbdq4u9a7IL7GAIm,614578,SOUHYFD12A8C139C3E,TRVFTEG128F42907AB,-0.867374703,-0.548258889,Jefferson Airplane,Today,test
4txpnPJLQVDZ2pAAlp4jfl,622469,SOPXCDP12A8C132C59,TRAWZMV128F4266823,-1.320357519,0.278346749,Stabbing Westward,Drugstore,test
6Qf4dx9UGYIqyOwLEAGTkg,622646,SOLIZPU12A8C133CC1,TRDRVQA128F4263E58,0.373325221,-0.923150666,Fear Of Pop,In Love,test
77CFeKSnC6NIQGO5lfwLcq,622647,SOKYDXR12A8C133CC9,TRWIKXT128F4263E5B,-1.700572012,1.842444407,Fear Of Pop,Root to This,test
4FdzFpqKAw6BG5U6yq7eP4,623419,SOSWQJG12AF72A65E9,TRUZTIV128F4279385,0.815392789,0.662457176,Phantom Planet,All Over Again,test
6GpfEN04OmzEu0cHMZHBiT,624907,SOSPGNR12A58A7CFF7,TRJVLZF128F427744D,-0.308877816,-0.102690794,Stabbing Westward,You Complete Me,test
5o57UOhBqXo8kmsDFybmIC,625205,SOINRZW12A8C136CFB,TRPWBZI128F4279380,0.815392789,0.662457176,Phantom Planet,Hey Now Girl,test
1GEZF6pAX1t40onpe0csAI,625693,SOKMMZR12A8C12FF3C,TRZNXKZ128F4263DF0,-0.718199638,0.482693496,Stabbing Westward,Waking Up Beside You,test
4oRC0s2dbIjCXk432C9Q9L,625699,SOCVAPU12A8C13214A,TRUFAUX128F4277453,-1.605063587,0.203829326,Stabbing Westward,Desperate Now,test
4yQOv8bQ1299TWxwsgqZxW,627797,SOIOJGL12A8C133F71,TRRGIBF128F427025E,-0.517359064,-0.012348022,Silverchair,Miss You Love,test
2vRVY7j7sSjhwVqUsrSDsu,627798,SOSBGCQ12A8C1338F5,TROTTXD128F42B863E,-1.487724664,-0.360813001,Silverchair,Dearest Helpless,test
5Je7QFN7fAG45nkLUEv1hL,627799,SOKPNTC12AF72A8184,TRIDMZF128F426AD3D,-0.947419859,0.148517425,Silverchair,Do You Feel The Same,test
6tzG0qlpcfaQwUMyk9VOOR,627803,SOFYVLR12A8C133904,TREAFLO128F426AD41,-0.559928534,0.047112272,Silverchair,Paint Pastel Princess,test
4ACCJSzjoeEDAoCrY84Ift,630705,SOYMJMY12A8C13B9CF,TRELGIQ128F42901EB,-0.63997369,0.309075583,Rednex,Wish You Were Here,test
4He8BsSJYuSsxKeVb4O5ES,630714,SOLXVAX12A8C13BA0E,TRPZUWP128F42901FC,0.373325221,-0.923150666,Rednex,McKenzie Brothers,test
53XcDSNeSME1JHVGTxZcqV,631055,SOKYZXU12A8C138AF2,TRURIPH128F42903BE,1.071901131,0.846830181,Gareth Gates,Lies,test
6lPr5D85n0FhPWQK4INVA7,631348,SOVZZPC12A8C13B437,TRFFRPX128F429091E,1.071901131,0.846830181,Gareth Gates,Listen To My Heart,test
4MO4GyoT7sSGq4ibcZgMkM,631428,SOUOMNX12A8C139005,TRNMFDW128F4298A35,-0.431674363,0.095510186,Gareth Gates,Unchained Melody,test
07AS9BkgwhQzA7B6vuPk7s,631434,SOBSQWM12A8C139013,TRGASIV128F429230D,1.071901131,0.846830181,Gareth Gates,What My Heart Wants To Say,test
3dLoqgmXNaloiPpue3AxSA,631436,SOGREVM12A8C1392F4,TRORUJN128F4292310,1.071901131,0.846830181,Gareth Gates,Too Serious Too Soon,test
6SWa03oJmoZtVVvmhJT5J9,631719,SOUNQZC12A8C13C028,TRMGRWR128F429285C,1.541256821,1.704164653,Gareth Gates,Good Thing,test
5gIHa908vYk8R7cTHYo2wD,661235,SOTEIJW12A670216EF,TRLZNEW128E0786E88,1.071901131,0.846830181,Agnetha Fältskog,Love In A World Gone Mad,test
5GNIB544JSlErsGHqUqWwP,661966,SOSTJEF12A6D4FD261,TRQQLDY128F422318E,-0.170618001,0.527250306,Billy Talent,The Ex,test
5u1l0R7R0hqQGDdHmBYDxz,661968,SOPPPGZ12A6D4FD258,TRMZSNY128F422318B,-0.736391719,1.737966371,Billy Talent,Standing In The Rain,test
4z70uERMJjzn6QyacwjOO7,661972,SOIAVVX12A6D4FD26B,TRYIQNH128F4223191,-1.616888439,1.433750913,Billy Talent,Prisoners of Today,test
1jQlUGewes2CPhjF1STyIV,663627,SOBNAMV12A8C139423,TRSFVJN128F4289D26,-1.935249857,-0.655809809,Gym Class Heroes,Faces In The Hall,test
5pSjxUAwOol5e0TWp1ecHC,667796,SONNYWD12A8C137143,TRRELKK128F42625A2,1.541256821,1.704164653,Bouncing Souls,Manthem,test
70P3sGfrefX32kMaeTEwM5,672770,SOXJNCX12A6701EA65,TRCZKAL128E07932FC,0.815392789,0.662457176,Steel Pulse,Chant A Psalm,test
4DTN4kaU4hizWGYRsH7FSe,679849,SOBPJQW12A8C13B943,TRNQHGL128F4289D56,0.131370544,-0.717267477,Silversun Pickups,Rusted Wheel,test
7N0p8fqIkwVpTTXSV3V19e,679851,SOXCFSI12AB0186053,TRGQZGS128F4289D58,-0.914674113,-0.227142572,Silversun Pickups,Three Seed,test
1jOOr8IXkKK2ClWDN5P059,683206,SODDZDO12A6701DAAE,TRJNXTB128E0786B48,1.541256821,1.704164653,Holly Valance,Hypnotic,test
6hWpSMDrT7pU48DYoUyzGi,683214,SOPQDIM12A6701DAB3,TRJKGUB128E0786B4D,0.373325221,-0.923150666,Holly Valance,Ricochets,test
6OHE1L8ZJuZAD8rlf3vJ7w,683223,SOLLUXY12A6701DAB8,TROMJQR128E0786B52,0.815392789,0.662457176,Holly Valance,Action,test
1EHqMYJC4q1KD81xG1nZvj,685767,SOCYXSE12A6D4F8D54,TREKIDY128F1470D6B,0.373325221,-0.923150666,One Dove,Fallen,test
7AUk0eAuLcxp7RhbCl98aI,685793,SOMTMWH12A6D4F8D5A,TRAJTTG128F1470D72,0.129551336,0.219961964,One Dove,Why Don't You Take Me,test
6L7nE4ynytqAcmIyh08KhH,686671,SOAZHMO12A6D4FC034,TRGMODJ128F423126A,-1.495911101,0.040198285,Monrose,Even Heaven Cries [Single Version 2007],test
1ATkuOMkdNHyYZ09PIy20C,697327,SOQBHTG12A6D4FC7FC,TRHNYXE128F4297751,-0.674538644,-0.084253494,New Order,Turn My Way,test
4stYj3JGx4erJn5bFKb0v1,697330,SOZSTIE12A6D4FC7FE,TRMTAHI128F4297752,-0.143784681,-0.139565395,New Order,Vicious Streak,test
5kIOtoPATzFkHREs0GrT1C,697339,SOLDXYM12A6D4FC806,TRFPUCQ128F4297754,1.546714445,2.119003914,New Order,Slow Jam,test
7qSSjZr6Lm9j1sBle4X0b1,697510,SODXVXU12AF729E02B,TRPDRWH128F148DAC3,-1.487724664,-0.360813001,Damien Rice,Grey Room,test
2juRxLn8vZrPpgmLULYxgR,704348,SOXYBZX12A81C200B6,TROWABQ128F429B605,0.766274171,-2.112356547,Silverchair,Low,test
3SYqiQkP78diMIHZtrvT3e,704353,SOHLEPV12A81C200BB,TRQNTJX128F429B606,1.541256821,1.704164653,Silverchair,Insomnia,test
49LvGH0WFpIBR93FIDUs9Z,704359,SOCAANJ12A81C200BD,TRERWLT128F429B607,1.541256821,1.704164653,Silverchair,All Across The World,test
0J8MhcvaWqtSUCOGsykOam,706158,SOSVOBZ12A6D4F850D,TRNOGBF128F146C583,1.178324805,1.183310915,Communards_ The,Reprise,test
5KhYL8tRkcIjRFkNWyxnv5,715470,SONDTMX12A81C20982,TRJCWVU128F426B1E0,-0.308877816,-0.102690794,Deathstars,Cyanide,test
17aNQA8aumbVrG21YdAfKB,726864,SOLDTDQ12A8C13A62B,TROILNZ128F428C1A6,0.373325221,-0.923150666,Monrose,Shame [Instrumental],test
1pO336x9dmdiVMhsFDhWIh,732712,SOIDSRS12A6D4F8F1B,TRVADGT128F147B6F7,0.482477707,-0.471436804,Gram Parsons,Big Mouth Blues,test
2xPR6yrUPlmaDoYiiPgtMw,752477,SOIEHGV12A8C1411B6,TRVILXM128F42A65A3,0.695325055,0.160040738,Laura Pausini,I Do To Be,test
4X55Tkf0WhtetiAKQSOllE,759020,SOSNMKA12A6D4F8554,TRPEAEE128F146DCC8,0.373325221,-0.923150666,Matt Bianco,Half A Minute,test
2bLMVDptahcG0ziLM5D2jS,759063,SODOMTD12A6D4F855A,TRSAQTA128F146DCCE,1.541256821,1.704164653,Matt Bianco,Get Out Of Your Lazy Bed,test
26NnSNjnDnunnZz3n79ZlP,759925,SORBBMC12A81C2132C,TRPYILK128F422EBC4,1.257460357,2.533843175,Soilwork,Sworn To A Great Divide,test
0TQyiMZzh1jGaXaAzaJWgx,778683,SOOJVVK12A6D4F87B5,TRUALGP128F14856C8,0.247799862,-0.895494715,Ray LaMontagne,Be Here Now,test
3gteThPzn7SUhJMqlQCcqe,778708,SOYTXXL12A6D4FACA9,TRIIKEZ128F14856CB,0.373325221,-0.923150666,Ray LaMontagne,Three More Days,test
5vMPpxhFFvBY2bjP4gYJZV,778740,SOGYJPN12A6D4FACAD,TRYJQFX128F14856CF,-0.261123604,-0.646591158,Ray LaMontagne,Lesson Learned,test
6d9DiockQOIlFkOoe5pPsi,797296,SOBZBPR12A8BEEEAED,TRKTOFX128F427FD09,-0.308877816,-0.102690794,Soilwork,The Flameout,test
7uJjOdrVZcRqkAZdm2r7c6,808048,SOACQOB12A6D4F9E90,TRSBVJO128F1497D97,0.373325221,-0.923150666,Jens Lekman,A Man Walks Into A Bar,test
3PZ7I3I4ayScbqa3EyOz9W,808053,SOAMWPY12A6D4F9E91,TRESHJW128F1497D98,1.541256821,1.704164653,Jens Lekman,You Are The Light (Reprise),test
1iJ7lGly2d5REPuS17b4XE,808163,SORYZCT12A8C134408,TRWXACF128F4266D96,1.541256821,1.704164653,Phantom Planet,Do The Panic,test
7lWIbcQS7jGlYRZ8ZXNoED,823130,SOZOEUH12A6701F47E,TRYAMCP128E078BE06,-1.056572345,0.736206378,The Streets,Wouldn't Have It Any Other Way,test
7xD4QIweDyinby6knAL2FW,845621,SODPCMA12A6D4FC1E8,TRUHNVW128F4271765,-1.086589279,-0.077339506,Lykke Li,Tonight,test
0ko1G5wjaXosMnGl3TDLtU,846215,SOVHVGT12A8AE476D8,TRZKWIV128F931224B,1.071901131,0.846830181,Big Mountain,Baby I Love Your Way,test
10u8ZV1y0MHGnFq8XeilkL,847603,SOBUJKP12A8C1384FB,TRPOUVL128F428A485,-1.44406367,1.833225757,The Offspring,Nitro (Youth Energy),test
6OoCBRCSiXsDbKc3a19wHk,847606,SONBFPD12A8C14043B,TROGRSB128F428123B,-0.265216822,1.609673488,The Offspring,Genocide,test
6HrQCCaNTubYGIocfX2YkT,847612,SOLJLWK12A58A7BCB9,TRMAVXK128F4281241,-1.700572012,1.842444407,The Offspring,What Happened to You?,test
3o3qiS8F1c68kFXqDWDQdz,853271,SONQIUF12B0B807826,TRHMZOB128F426AD3F,-0.308877816,-0.102690794,Silverchair,Point Of View,test
6Mbib30cvQKdm7gpmsrvXu,857877,SOIUWWP12A8C1335F5,TRIVKVY128F4271E48,-1.935249857,-0.655809809,Amanda Marshall,Colleen (I Saw Him First),test
6Ggg2eXh6H6bwRLRXum74w,857994,SOSSMZG12AB0186687,TRFHYOH128F9358CEF,0.90999161,0.481157054,Van Morrison,Brown Eyed Girl,test
2lGOmRMWfYJx6Mgg57aBFr,858203,SOFDUNY12A8C14363B,TRBPSFB128F92F3FCA,0.722613176,-0.038160242,Sade,Your Love Is King,test
0OlLhksyCstxcf7rvybQ9N,858207,SOPNEVP12A8AE48267,TRGMHIS128F4259E70,0.839042494,0.256836565,Sade,Smooth Operator,test
2ZFyepEzjiNfkpg0AEz6wW,858220,SOHUEFC12A8AE4827A,TRAVMRI128F4259E76,0.737166841,-0.729559011,Sade,Paradise,test
4bJrO9oN8dKAJjOwpTQqFO,858231,SOVJPSJ12A8AE45632,TROGKLV128F42598D5,0.373325221,-0.923150666,Sade,Please Send Me Someone To Love,test
6eYQmPJg7WlJtKJAUk6sAO,858234,SOLRAUM12AB01819A3,TROEFIZ128F42598D7,-0.867374703,-0.548258889,Sade,Pearls,test
4n3mp3DC7JrdXYJCDdwKhd,858629,SOSVIDH12A8C133544,TRSTMUC128F4271B21,-1.573227445,-0.3423757,Silverchair,Ana's Song (Open Fire),test
2xbXICiVKFcg8yj28MCneG,863163,SOVYZIA12A8C136E0D,TRAFOKY128F4276D91,-1.362199306,-0.812526863,Dead Prez,Assassination,test
6fzcGYMuwEWHzIkPef0mlo,863164,SOZGZUW12AF72A275D,TRGUVUY128F4276D92,0.373325221,-0.923150666,Dead Prez,Mind Sex,test
2p4zckagDrB5HEq7YSnbpg,863444,SOJDJXG12AAF3B2BFA,TRBVNZO12903CE46E0,1.541256821,1.704164653,The Hooters,Karla With A K,test
24wtVGnOyEl0xo303rJDzC,863867,SOUNPJW12A58A7C930,TRXNPHB128F4271E51,1.071901131,0.846830181,Amanda Marshall,Marry Me,test
0gHRQMkdl3Y9kjkc6WQyJu,864001,SOQQNQM12AF72A9AB2,TRRGHMM128F4279371,0.815392789,0.662457176,Phantom Planet,Always On My Mind,test
4TCP0rV7qYIastr3ecJ6nb,864002,SOAOVTO12A8C1314A6,TRVYKBW128F42661A4,-1.935249857,-0.655809809,Phantom Planet,Lonely Day,test
6dfhfbCled2TKdzetgzkAQ,864006,SOUPJHJ12A8C13E6E6,TRGTGOS128F42ADC40,-0.333437125,-0.494483429,Phantom Planet,Turn Smile Shift Repeat,test
6bHdc4wvRGaNWnFga18dB5,866292,SOTJWVF12A8C13EED7,TRJXCCA128F4282547,1.541256821,1.704164653,Husker Du,It's Not Peculiar,test
1FS4e2J4JeNZKDtcdQpUmn,866295,SONORFG12A58A7D284,TRDXHCL128F428254B,0.01585083,0.390506994,Husker Du,Turn It Around,test
01Oi7A4u4knAEPqylXM9s8,866297,SOVUKII12A8C13EFF7,TRRCBAA128F428254E,0.815392789,0.662457176,Husker Du,Up In The Air,test
3N1KWjzTUsGKTW5cT0oDBu,866546,SOFOYKG12A8C133122,TRJMTPO128F4271772,-0.914674113,-0.227142572,Lykke Li,Time Flies,test
6HtWlqWZLk2aESQ5u5eA9N,880181,SOXWIWP12A67020CDB,TRHIAUB128E078DA89,-0.100578489,0.538005398,Elton John,Your Song,test
6yMd9fK2rJeM7uGVAKAPPH,881876,SOESBEQ12A58A79396,TRMXZMN128F425980B,0.957291021,0.390506994,Melody Gardot,All That I Need Is Love,test
2Fr7dMmDbt02SYluNse16e,881879,SOQDFVJ12AF729F899,TRIVUMW128F425980E,0.722613176,-0.038160242,Melody Gardot,Some Lessons,test
2oS2zpfMyutEGFmD7D0It6,882019,SOGOUSJ12A8C131543,TRYYOPY128F42386A1,0.373325221,-0.923150666,David Jordan,Place In My Heart,test
0F250MXYzpwmDQNonnn5P7,883681,SOSHCMP12A8C1357C3,TRYYEWW128F428F32E,0.53705395,-0.268626498,Martha Wainwright,So Many Friends,test
6a4GgNqibSRkK17SG7zziu,883684,SOFJIPB12A8C1357D8,TRUFWFD128F428F331,-1.935249857,-0.655809809,Martha Wainwright,Niger River,test
0FBRlyRXUY7oc2yACNStl9,885530,SODDKUO12A8C13233E,TRAZTBZ128F4274A59,-0.341623562,0.505740122,Gavin Rossdale,Love Remains The Same,test
441yHn81ynB26nZltX25jF,885712,SOESIVR129F069C32D,TRWWEIK128F42435BD,-1.387668219,0.505740122,Marilyn Manson,Putting Holes In Happiness,test
6YWglYM9w78QdsnKxWSWUO,895665,SOZKGYA12B0B80BB5B,TRUQLEK128F426AC27,-0.867374703,-0.548258889,Primal Scream,Damaged,test
2FEUBNApaEZDgJ6TZEoAlp,896395,SOVOHVX12A8C132543,TRLJJWR128F4263474,-1.578685069,0.471938404,The Twilight Singers,King Only,test
4Ztte62T9zQ4G8S51RtTpV,900844,SOPCMSB12A8C143831,TRTJTYL128F92C48B7,-0.995446953,0.009776739,Augustana,Twenty Years,test
7pAbiLk7zeod5Srjg7sORU,904276,SOVWAVH12A58A7B607,TRBJBOX128F148DABD,-1.0194605,-0.196721027,Damien Rice,The Animals Were Gone,test
